,Smiles,Molecule ChEMBL ID
763,CC[S+]([O-])c1cc(NCc2cccs2)nc(-c2ccc(S(C)(=O)=O)cc2)n1,CHEMBL406527
764,CC(C)Nc1cc(NCc2ccccc2)nc(-c2ccc(S(C)(=O)=O)cc2)n1,CHEMBL272208
765,CS(=O)(=O)c1ccc(-c2nc(Cl)cc(NCc3cccs3)n2)cc1,CHEMBL270078
766,CC(C)c1cc(NCc2ccccc2)nc(-c2ccc(S(C)(=O)=O)cc2)n1,CHEMBL255378
767,Cc1ccsc1CNc1cc(C(F)(F)F)nc(-c2ccc(S(C)(=O)=O)cc2)n1,CHEMBL403099
768,CS(=O)(=O)c1ccc(-c2nc(NCc3cc4ccccc4s3)cc(C(F)(F)F)n2)cc1,CHEMBL273118
769,CC(C)Oc1ccc(-c2ccc(/C(=C\c3ccc(S(C)(=O)=O)cc3)C(=O)O)cc2)cc1,CHEMBL2283161
770,CC(C)(C)c1cc(-c2cc(=S)ss2)cc(C(C)(C)C)c1O,CHEMBL462911
771,O=C(O)c1cccnc1Nc1cccc(C(F)(F)F)c1,CHEMBL63323
772,NS(=O)(=O)c1ccc(N2N=C3c4ccccc4CCC3C2c2ccc(Cl)cc2Cl)cc1,CHEMBL3410353
773,COc1ccc2c(c1)c1c(n2S(=O)(=O)c2ccc(Cl)cc2)CC(C)(C)CC1=O,CHEMBL4176892
774,Cc1nc2sc(-c3ccc(S(C)(=O)=O)cc3)c(-c3ccccc3)n2n1,CHEMBL348087
775,COc1ccc2c(c1F)CSc1c(C(F)F)nn(-c3ccc(S(N)(=O)=O)cc3)c1-2,CHEMBL365603
776,COc1ccc(-n2c(-c3ccc(S(N)(=O)=O)cc3)coc2=O)cc1,CHEMBL70478
777,O=C1NC(=O)/C(=C/c2ccc(OCc3cn(CC(=O)c4ccc(Br)cc4)nn3)cc2)S1,CHEMBL4589007
778,COc1ccc(-n2cc(COc3ccc(/C=C4\SC(=S)NC4=O)cc3)nn2)cc1,CHEMBL4474290
779,Cc1ccc(-n2cc(COc3ccc(/C=C4\SC(=O)NC4=O)cc3)nn2)cc1,CHEMBL4450483
780,CS(=O)(=O)c1ccc(-n2cnc(Cl)c2-c2ccc(OCCCO[N+](=O)[O-])c(F)c2)cc1,CHEMBL373819
781,Brc1ccc(-c2nn(-c3ccccc3)cc2-c2nnc(-c3ccncc3)o2)cc1,CHEMBL3265356
782,COc1ccc(-c2nn(-c3ccccc3)cc2-c2nnc(-c3ccncc3)o2)cc1,CHEMBL3265357
783,Oc1ccc(-c2ccccc2-c2nc3ccccc3o2)cc1Cl,CHEMBL3287559
784,O=C(O)C[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)c1ccc(F)cc1)C(=O)O,CHEMBL1957574
785,CS(=O)(=O)c1ccc(-c2noc(C(F)(F)F)c2-c2ccccc2)cc1,CHEMBL97943
786,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)c3c2-c2ccc(F)c(F)c2CS3)cc1,CHEMBL363574
787,CC[C@]1(C)OC(=O)C(OC(C)C)=C1c1ccc(S(C)(=O)=O)cc1,CHEMBL443278
788,Cc1[nH]c2cc(S(C)(=O)=O)ccc2c1Sc1ccc(F)cc1,CHEMBL362290
789,CS(=O)(=O)c1ccc2c(Sc3ccccc3Cl)c(C#N)[nH]c2c1,CHEMBL183294
790,C[Se](=O)(=O)c1ccc(-c2ccsc2-c2ccc(F)cc2)cc1,CHEMBL69053
791,CS(=O)(=O)c1ccc(-c2cc(Cl)cnc2-c2cccnc2)cc1,CHEMBL94938
792,CS(=O)(=O)c1ccc2c(c1)c1c(n2S(=O)(=O)c2ccc(Cl)cc2)CCCC1,CHEMBL4177185
793,CS(=O)(=O)c1ccc2c(c1)c1c(n2C(=O)c2ccc(Cl)cc2)CCCC1,CHEMBL4165597
794,Clc1ccc(COc2nc3ccccc3s2)cc1,CHEMBL4758065
795,N#Cc1c(N=Cc2ccco2)c(C(=O)Nc2ccc(Cl)cc2)n2c1CCC2,CHEMBL4065185
796,N#Cc1c(N=Cc2cccs2)c(C(=O)Nc2ccc(Cl)cc2)n2c1CCC2,CHEMBL4072244
797,Cc1ccc(NC(=O)c2c(N=Cc3cccnc3)c(C#N)c3n2CCC3)cc1,CHEMBL4096865
798,O=S(=O)(Nc1ccncc1Oc1ccc(Br)cc1)C(F)(F)F,CHEMBL374168
799,COc1ccc2cc(C(C)c3nc4s/c(=C\c5cccc6ccccc56)c(=O)n4n3)ccc2c1,CHEMBL3402326
800,CC(C)Cc1ccc([C@H](CF)C(=O)O)cc1,CHEMBL1945285
801,COc1ccc2c(c1)c(CC(=O)N[C@H](C)CO)c(C)n2C(=O)c1ccc(Cl)cc1,CHEMBL24874
802,O=C(N[C@@H](CS)C(=O)N[C@@H](CO)C(=O)O)c1ccc(F)cc1,CHEMBL1955883
803,O=C(O)C[C@H](NC(=O)[C@H](CS)NC(=O)c1ccc(F)cc1)C(=O)O,CHEMBL1957571
804,COc1ccc2c(CC(=O)O)c(C(=O)c3cc(C)ccn3)[nH]c2c1,CHEMBL1950010
805,Cc1ccnc(C(=O)c2[nH]c3ccc(F)cc3c2CC(=O)O)c1,CHEMBL1950017
806,CN(C)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(NS(C)(=O)=O)cc2)cc1,CHEMBL418516
807,C=C(C)[C@@H]1CC[C@]2(C)CC[C@]3(C)[C@H](CCC4[C@@]5(C)[C@H](O)C[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,CHEMBL4475300
808,C=Cc1cccc(-c2ccc(C(C)C(=O)O)cc2)c1,CHEMBL432782
809,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)c3c2-c2cc(F)ccc2CS3)cc1,CHEMBL411894
810,Cc1ccc2c(c1)CSc1c(C(F)(F)F)nn(-c3ccc(S(N)(=O)=O)cc3)c1-2,CHEMBL328906
811,CS(=O)(=O)c1ccc(-c2sc3nncn3c2-c2ccccc2)cc1,CHEMBL346288
812,CC(=O)OCCCCCSc1ccccc1OC(C)=O,CHEMBL146005
813,C#CCSc1ccccc1OC(C)=O,CHEMBL143113
814,CC(C)(C)c1cc(NCc2cccs2)nc(-c2ccc(S(C)(=O)=O)cc2)n1,CHEMBL405071
815,CC(C)c1cc(NCc2cccs2)nc(-c2ccc(S(C)(=O)=O)cc2)n1,CHEMBL271104
816,CS(=O)(=O)c1ccc(-c2nc(NCc3cccs3)cc(OC3CCCC3)n2)cc1,CHEMBL271348
817,CC(C)Nc1cc(NCc2cccs2)nc(-c2ccc(S(C)(=O)=O)cc2)n1,CHEMBL271614
818,CS(=O)(=O)c1ccc(-c2nc(NCc3ccc(Cl)s3)cc(C(F)(F)F)n2)cc1,CHEMBL403957
819,COc1ccc(C(=O)Nc2ccc3oc(-c4ccc(OC)c(OC)c4)nc3c2)cc1,CHEMBL4216007
820,CCS(=O)(=O)c1nc(-c2ccc(Cl)cc2)c(-c2ccc(S(C)(=O)=O)cc2)[nH]1,CHEMBL2347676
821,C/C(=N\N=C1\CCC(=O)N1C)c1cc2ccccc2oc1=O,CHEMBL4127794
822,O=C(NS(=O)(=O)c1ccc(Cl)cc1)c1ccncc1,CHEMBL1916958
823,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)c3c2-c2ccccc2SC3)cc1,CHEMBL273420
824,COc1cc2c(cc1F)-c1c(c(C(F)(F)F)nn1-c1ccc(S(N)(=O)=O)cc1)SC2,CHEMBL328009
825,CS(=O)(=O)c1ccc(-c2cnn(CC3CCCCC3)c(=O)c2-c2ccc(F)cc2)cc1,CHEMBL158148
826,CS(=O)(=O)Nc1cc2c(cc1Sc1ccc(Br)cc1)C(=O)CC2,CHEMBL144728
827,CCC(C)[C@@H](CO)NC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12,CHEMBL24798
828,CC[C@@H](CO)NC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12,CHEMBL27784
829,CS(=O)(=O)c1ccc(-c2sc(-c3cccnc3)nc2-c2ccc(F)cc2)cc1,CHEMBL275843
830,CS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2cncc(Br)c2)cc1,CHEMBL320330
831,CC1(C)C(c2ccc(S(C)(=O)=O)cc2)=C(c2ccccc2)/C1=N/O,CHEMBL330516
832,C=C1C(c2ccccc2)=C(c2ccc(S(C)(=O)=O)cc2)C1(C)C,CHEMBL92443
833,CC1(C)C(=O)C(c2ccc(F)cc2)=C1c1ccc(S(C)(=O)=O)cc1,CHEMBL91832
834,CC1(C)OC(=O)C(C(=O)c2ccccc2)=C1c1ccc(S(C)(=O)=O)cc1,CHEMBL325370
835,CCCC/C(=C(\c1ccccc1)c1ccc(O)cc1)c1ccc(S(C)(=O)=O)cc1,CHEMBL1221678
836,[3H]C([3H])([3H])c1cc(Br)cc2c1O[C@H](C(F)(F)F)C(C(=O)O)=C2,CHEMBL3342574
837,OC[C@@H]1[C@@H]([C@H](O)c2ccc(O)c(O)c2)CO[C@@H]1c1ccc(O)c(O)c1,CHEMBL436990
838,O=C(c1ccccc1)n1cc(/C=N/c2ccc(C(F)(F)F)cc2)c2ccccc21,CHEMBL1957885
839,CCOc1ccc(-c2c(Cl)ncn2-c2ccc(S(N)(=O)=O)cc2)cc1,CHEMBL324312
840,CS(=O)(=O)c1ccc(C2=C(c3ccc(F)cc3)CC(CF)(CF)C2)cc1,CHEMBL322045
841,CS(=O)(=O)c1ccc(C2=C(c3ccc(F)cc3)CC(C(F)(F)F)(C(F)(F)F)C2)cc1,CHEMBL111045
842,CCc1nc(C2CCCCC2)c(-c2ccc(S(C)(=O)=O)cc2)o1,CHEMBL161590
843,Cc1ccc(-c2cnnn2-c2ccc(S(C)(=O)=O)cc2)cc1,CHEMBL512917
844,COc1ccc(C2=C(c3ccc(S(C)(=O)=O)cc3)CCC2)cc1,CHEMBL108201
845,C/C(=N\Nc1nc(-c2ccc(Cl)cc2)cs1)c1nnn(-c2ccc(S(N)(=O)=O)cc2)c1C,CHEMBL4780406
846,C/C(=N\Nc1nc(-c2ccc(Cl)cc2)cs1)c1nnn(-c2ccc(S(=O)(=O)Nc3nccs3)cc2)c1C,CHEMBL4794089
847,CC(=O)c1nnn(-c2ccc(F)cc2)c1C,CHEMBL4784956
848,C/C(=N\NC(N)=O)c1nnn(-c2ccc(Cl)cc2)c1C,CHEMBL4781926
849,CC(=O)c1nnn(-c2ccc(S(=O)(=O)Nc3nccs3)cc2)c1C,CHEMBL4786875
850,C/C(=N\NC(N)=S)c1nnn(-c2ccc(S(=O)(=O)Nc3nccs3)cc2)c1C,CHEMBL4779437
851,Cc1c2c(c(C)n1-c1ccccc1)C(=O)N(CN1CCN(c3ccccc3)CC1)C2=O,CHEMBL4528376
852,CCCCn1c(C)c2c(c1C)C(=O)N(CN1CCN(c3ccccc3OCC)CC1)C2=O,CHEMBL4546047
853,Cc1c2c(c(C)n1-c1cccc(Cl)c1)C(=O)N(CN1CCN(c3ccccc3F)CC1)C2=O,CHEMBL4559732
854,CCCCn1c(C)c2c(c1C)C(=O)N(CN1CCN(c3ccc(F)cc3F)CC1)C2=O,CHEMBL4471677
855,COc1ccccc1N1CCN(CN2C(=O)c3c(c(C)n(-c4ccccc4)c3C)C2=O)CC1,CHEMBL4556356
856,COc1c(OC)c(O)c2c(=O)cc(C)oc2c1Cl,CHEMBL1684152
857,N#Cc1c(N=Cc2ccco2)c(C(=O)Nc2ccccc2)n2c1CCC2,CHEMBL4091890
858,Cc1ccc(NC(=O)c2c(N=Cc3ccc4ccccc4c3)c(C#N)c3n2CCC3)cc1,CHEMBL4079032
859,N#Cc1c(N=Cc2ccc3ccccc3c2)c(C(=O)Nc2ccc(Cl)cc2)n2c1CCC2,CHEMBL4097045
860,NS(=O)(=O)c1ccc(-c2nc(NCc3cc4ccccc4s3)cc(C(F)(F)F)n2)cc1,CHEMBL442706
861,CSc1ccc(C2=C(c3ccc(O)cc3)C(=O)NC2=O)cc1,CHEMBL595153
862,CN(C)c1ccc(-c2cnnn2-c2ccc(S(C)(=O)=O)cc2)cc1,CHEMBL457331
863,Cc1ccc(Nc2c(C)cccc2Cl)c(CC(=O)O)c1,CHEMBL407368
864,CCCCCCNC(=O)Oc1cccc(-c2ccc(C(C)C(=O)O)cc2O)c1,CHEMBL3775676
865,NS(=O)(=O)c1ccc(-n2nc(C(=O)N3CCOCC3)cc2-c2cccc(F)c2)cc1,CHEMBL4521969
866,NS(=O)(=O)c1ccc(-n2nc(C(=O)N3CCSCC3)cc2-c2cccc(Cl)c2)cc1,CHEMBL4440974
867,NS(=O)(=O)c1ccc(-n2nc(C(=O)NCCN3CCOCC3)cc2-c2ccc(F)cc2)cc1,CHEMBL4552101
868,Cc1c(C(N)C(=O)NCCO[N+](=O)[O-])cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1cccc(F)c1,CHEMBL3104549
869,O=S(=O)(Nc1ccncc1Nc1cccc(F)c1)C(F)(F)F,CHEMBL3113239
870,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,CHEMBL104
871,Cc1ccc(-c2nn(-c3ccccc3)cc2C2N[C@H](C(N)=O)CS2)cc1,CHEMBL1631310
872,COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)[C@H](CCSC)NC(=O)OCc1ccccc1,CHEMBL4559652
873,COC(=O)CC1N(C(=O)Nc2cccc(Cl)c2)C(=O)c2ccccc2S1(=O)=O,CHEMBL4754867
874,COC(=O)CC1N(C(=O)Nc2nccs2)C(=O)c2ccccc2S1(=O)=O,CHEMBL4777820
875,CC1N(C(=O)Nc2ccccn2)C(=O)c2ccccc2S1(=O)=O,CHEMBL4787953
876,CC1N(C(=O)Nc2cccc(Cl)c2)C(=O)c2ccccc2S1(=O)=O,CHEMBL4778555
877,CS(=O)(=O)c1ccc(-c2nc(-c3ccccc3)sc2-c2ccc(F)cc2)cc1,CHEMBL280496
878,Cc1oc(=O)n(-c2ccc(Cl)c(Cl)c2)c1-c1ccc(S(N)(=O)=O)cc1,CHEMBL419268
879,CS(=O)(=O)c1ccc(-c2sc3ncnn3c2-c2ccc(F)c(F)c2)cc1,CHEMBL348645
880,CS(=O)(=O)c1ccc(-c2ccccc2-c2cccnc2)cc1,CHEMBL353688
881,Cc1ccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(N)(=O)=O)cc2)cc1Cl,CHEMBL298476
882,CN1C(O)=C(C(=O)Nc2ccccc2Cl)c2cc(Cl)ccc2S1(=O)=O,CHEMBL173072
883,Cc1ccc(Oc2c(-c3ccc(S(C)(=O)=O)cc3)oc(C)cc2=O)c(F)c1,CHEMBL341320
884,COc1cccc(-c2csc(Nc3ccc4c(c3)OCO4)n2)c1,CHEMBL2023861
885,COC1(C)OC(=O)C(c2ccc(F)cc2)=C1c1ccc(S(C)(=O)=O)cc1,CHEMBL18498
886,COc1ccc(/C=C\C(=O)c2cc(-n3cc(CN4C(=O)C(=O)c5ccccc54)nn3)ccc2O)cc1,CHEMBL4871207
887,NC(CO)(CO)CO.O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,CHEMBL1201124
888,N#Cc1nn(-c2ccc(S(N)(=O)=O)cc2)c(-c2ccc(Cl)cc2)c1Cl,CHEMBL29840
889,CC1(C)OC(=O)C(Nc2ccccc2)=C1c1ccc(S(C)(=O)=O)cc1,CHEMBL410419
890,Cc1ccc(-c2cc(C)n(S(=O)(=O)Oc3ccccc3Cl)n2)cc1,CHEMBL4852569
891,NS(=O)(=O)c1ccc(-n2nc(C(=O)Nc3ccc(Cl)cc3)nc2-c2ccccc2)cc1,CHEMBL3290199
892,CS(=O)(=O)c1ccc(-n2cc(-c3ccccc3)nc2-c2ccc(Cl)cc2)cc1,CHEMBL298296
893,O=C(O)c1cccc(Nc2ccc([N+](=O)[O-])cc2)c1,CHEMBL1682200
894,CCCCOc1nc(OCC(C)(C)O)c(-c2ccc(S(C)(=O)=O)cc2)cc1CO,CHEMBL4865464
895,CC1C(c2ccccc2)=C(c2ccc(S(C)(=O)=O)cc2)ON1C,CHEMBL444805
896,CS(=O)(=O)c1ccc(C2=NN(C(N)=S)C(c3ccccc3)C2)cc1,CHEMBL1632404
897,CC(=O)N1N=C(c2ccc(S(C)(=O)=O)cc2)CC1c1ccc(Cl)cc1,CHEMBL1632396
898,COc1ccc2c(c1)c(CC(=O)N[C@@H](CO)c1ccccc1)c(C)n2C(=O)c1ccc(Cl)cc1,CHEMBL26509
899,CC(C(=O)OCC(CO[N+](=O)[O-])O[N+](=O)[O-])c1cccc(C(=O)c2ccccc2)c1,CHEMBL497859
900,CC(COC(=O)C(C)c1cccc(C(=O)c2ccccc2)c1)O[N+](=O)[O-],CHEMBL497858
901,CS(=O)(=O)Nc1ccncc1Oc1ccccc1Cl,CHEMBL388628
902,CN1C(O)=C(C(=O)Nc2ccc(Cl)cc2Cl)c2cc(Cl)ccc2S1(=O)=O,CHEMBL174777
903,CC1(C)CC(c2ccccc2)C(CN2CCC(c3noc4cc(F)ccc34)CC2)=NO1,CHEMBL3596283
904,COc1ccc(-c2nc3cc(NC(=O)c4ccc([N+](=O)[O-])cc4Cl)ccc3o2)cc1OC,CHEMBL4210856
905,Cc1cc(=O)c(Oc2ccccc2C)c(-c2ccc(S(C)(=O)=O)cc2)o1,CHEMBL126303
906,Cc1ccc(N2CC(c3ccc(S(C)(=O)=O)cc3)=C(c3ccccc3)C2=O)cc1,CHEMBL48758
907,Cc1nc(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccc(F)cc2)s1,CHEMBL274473
908,COc1ccc2c(c1)c(CC(=O)Oc1ccccc1)c(C)n2C(=O)c1ccc(Cl)cc1,CHEMBL319825
909,CC1(C)OC(=O)C(Oc2cc(F)cc(F)c2)=C1c1ccc(S(C)(=O)=O)cc1,CHEMBL106302
910,CS(=O)(=O)c1ccc(C2=C(c3cc(Cl)ccn3)C(=O)CC2)cc1,CHEMBL428710
911,CS(=O)(=O)c1ccc(C2=C(c3cc(F)cc(F)c3)C(=O)CC2)cc1,CHEMBL24009
912,CCCCCCCCCCCCCCCc1cccc(O)c1CSc1nc2cc(OC)ccc2[nH]1,CHEMBL347705
913,CN(C)c1ccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)cc1,CHEMBL42996
914,COC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12,CHEMBL73572
915,CC1(C)OC(=O)C(Oc2ncccn2)=C1c1ccc(S(C)(=O)=O)cc1,CHEMBL326254
916,COc1ccc(-n2c(SCc3cn(-c4ccc(Br)cc4)nn3)nc3ccccc3c2=O)cc1,CHEMBL4277468
917,COc1ccc(-c2cc(CSc3nc4ccccc4c(=O)n3-c3ccc(OC)cc3)on2)cc1,CHEMBL4288146
918,COc1ccc(-n2c(SCc3cc(-c4ccc(OC)c(OC)c4)no3)nc3ccccc3c2=O)cc1,CHEMBL4277505
919,COc1ccc(-n2c(SCc3cc(-c4ccc(Cl)cc4)no3)nc3ccccc3c2=O)cc1,CHEMBL4291556
920,O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1Cl.[Na+],CHEMBL1034
921,[N-]=[N+]=Nc1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,CHEMBL102223
922,CC1(C)Cc2c(-c3ccccc3)c(-c3ccc(Cl)cc3)c(CC(=O)O)n2C1,CHEMBL300982
923,CCOc1ccc(-c2cc(Cl)cc3c2OC(C(F)(F)F)C(C(=O)O)=C3)cc1,CHEMBL1669036
924,CSc1ccc(/C=C2/C(C)=C(CC(=O)O)c3cc(F)ccc32)cc1,CHEMBL18797
925,CS(=O)(=O)c1ccc(-c2cc([N+](=O)[O-])sc2-c2ccc(F)cc2)cc1,CHEMBL317606
926,NS(=O)(=O)c1ccc(-c2cc3c(cc2Cc2ccccc2)OCO3)cc1,CHEMBL151042
927,CCCSc1ccccc1OC(C)=O,CHEMBL358097
928,Cc1nc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)cs1,CHEMBL326639
929,CS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2cnc3ccccc3c2)cc1,CHEMBL110446
930,CC(C(=O)[O-])c1ccc(CC2CCCC2=O)cc1I.[Na+],CHEMBL1814708
931,CC(C(=O)[O-])c1ccc(CC2CCCC2=O)c(Br)c1.[Na+],CHEMBL1814710
932,CC(C(=O)[O-])c1ccc(CC2CCCC2=O)c(-c2ccccc2)c1.[Na+],CHEMBL1814712
933,Cc1ccc(-c2cc(CC3CCCC3=O)ccc2C(C)C(=O)[O-])cc1.[Na+],CHEMBL1814721
934,CSc1ccc(-c2cc(CC3CCCC3=O)ccc2C(C)C(=O)[O-])cc1.[Na+],CHEMBL1814723
935,COc1cc2oc(C)cc(=O)c2c(O)c1OC,CHEMBL1684136
936,COc1ccc2c(c1)c(Cc1csc(N)n1)c(C)n2C(=O)c1ccc(Cl)cc1,CHEMBL24687
937,CC(C(=O)O)c1ccc2c3cc(Cl)ccc3n(C(=O)c3cocn3)c2c1,CHEMBL2171246
938,COc1ccc(-c2ccccc2-c2nc3ccccc3o2)cc1Cl,CHEMBL3287567
939,O=C(O)c1ccc(-n2cc(CSc3nc4ccccc4c(=O)n3-c3ccc(Cl)cc3)nn2)cc1,CHEMBL4279764
940,Oc1ccc([C@H]2Oc3cc(O)cc(O)c3C[C@H]2O)cc1,CHEMBL159303
941,NS(=O)(=O)c1ccc(/N=C/c2ccc(O)c(C(=O)O)c2)cc1,CHEMBL405744
942,NS(=O)(=O)c1ccc(N2N=C(c3ccco3)CC2c2ccc(C(F)(F)F)cc2)cc1,CHEMBL3747206
943,CSc1nc(-c2ccc(S(N)(=O)=O)cc2)n(-c2ccc(Cl)cc2)n1,CHEMBL3746308
944,Cc1nc(-c2ccc(F)cc2)c(-c2ccc(S(C)(=O)=O)cc2)o1,CHEMBL351914
945,C[C@H](C(=O)O)c1cccc(C(=O)c2ccccc2)c1,CHEMBL75435
946,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2csc3ccccc23)cc1,CHEMBL29397
947,CSc1csc(Sc2cc3c(cc2NS(C)(=O)=O)COC3=O)n1,CHEMBL434014
948,CS(=O)(=O)c1ccc(C2=C(Oc3ccccc3)C(=O)CC2)cc1,CHEMBL23649
949,CS(=O)(=O)c1ccc(C2=C(c3cc(Br)ccn3)C(=O)CC2)cc1,CHEMBL282242
950,COCCCNC(=O)c1ccccc1Nc1c(Cl)ccc(C)c1Cl,CHEMBL151441
951,NS(=O)(=O)c1ccc(C2=C(c3ccc4c(c3)OCO4)CCC2)cc1,CHEMBL424063
952,CCCC/C=C/COC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12,CHEMBL95989
953,Cc1nc(C2CCCCC2)c(-c2ccc(S(N)(=O)=O)c(N)c2)o1,CHEMBL416589
954,Cc1nc(C2CCCCC2)c(-c2ccc(S(N)(=O)=O)c(O)c2)o1,CHEMBL35685
955,CS(=O)(=O)c1ccc(-c2cnn(CCC3CC3)c(=O)c2-c2ccc(F)cc2)cc1,CHEMBL155781
956,CS(=O)(=O)c1ccc(-c2sc(CCCc3ccc(Br)cc3)nc2-c2ccc(F)cc2)cc1,CHEMBL16516
957,CCOc1cc(NCc2cccs2)nc(-c2ccc(S(C)(=O)=O)cc2)n1,CHEMBL271173
958,CS(=O)(=O)Nc1cc2c(cc1Sc1c(F)cccc1F)C(=O)CC2,CHEMBL143781
959,CSc1nc(-c2ccccc2)c(-c2ccc(S(C)(=O)=O)cc2)[nH]1,CHEMBL2347677
960,C#CCSc1nc2ccccc2c(=O)n1-c1ccc(Br)cc1,CHEMBL4289748
961,CCC1SCC(=O)N1c1c(C#N)c2n(c1C(=O)Nc1ccccc1)CCC2,CHEMBL4471323
962,NS(=O)(=O)c1ccc(-c2nc(NCc3csc4ccccc34)cc(C(F)(F)F)n2)cc1,CHEMBL270351
963,CC[C@H](CO)NC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12,CHEMBL24957
964,CC/C=N/c1c(C#N)c2n(c1C(=O)Nc1ccc(C)cc1)CCC2,CHEMBL4574444
965,CCOC(OCC)c1ccc(/C=C2\CNC/C(=C\c3ccc(C(OCC)OCC)cc3)C2=O)cc1,CHEMBL3289926
966,CN(C)c1ccc(/C=C2\CCc3ccccc3C2=O)c([N+](=O)[O-])c1,CHEMBL3289942
967,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)OCc1ccccc1,CHEMBL3810371
968,CCCCCCCOC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12,CHEMBL330194
969,COc1ccccc1/C=C/C1=NNC(=O)CC1,CHEMBL4529760
970,COc1ccccc1/C=C/C1=NN(c2ccc(F)cc2)C(=O)CC1,CHEMBL4444603
971,CS(=O)(=O)c1ccc(-c2ccccc2N2CCCCC2)cc1,CHEMBL171147
972,Cn1ccc(-c2ccc(F)cc2)c1-c1ccc(S(C)(=O)=O)cc1,CHEMBL129308
973,C/C(=C/Cc1c(O)ccc(C(=O)/C=C/c2ccc(O)cc2)c1O)COC(=O)/C=C/c1ccc(O)cc1,CHEMBL497716
974,COc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,CHEMBL29839
975,COc1ccccc1/C=C/C1=NN(c2ccccc2)C(=O)CC1,CHEMBL4564780
976,COc1ccccc1/C=C/c1ccc(=O)[nH]n1,CHEMBL4450213
977,CS(=O)(=O)c1ccc(-c2[nH]c(S(C)(=O)=O)cc2-c2ccc(F)cc2)cc1,CHEMBL338126
978,Brc1ccc(/C=N/Nc2nnc(-c3ccncc3)o2)cc1,CHEMBL4444316
979,Clc1ccc(/C=N/c2nnc(-c3cccnc3)o2)cc1,CHEMBL4569755
980,CS(=O)(=O)c1ccc(-c2csc(Br)c2-c2ccc(F)cc2)cc1,CHEMBL328837
981,COc1ccc(NC(=O)Cc2c(C)n(C(=O)c3ccc(Cl)cc3)c3ccc(OC)cc23)cc1,CHEMBL97846
982,CCCCCCCCOC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12,CHEMBL97411
983,NS(=O)(=O)c1ccc(-c2cc(F)c(F)cc2-c2ccc3c(c2)OCCO3)cc1,CHEMBL55395
984,CS(=O)(=O)c1ccc(-c2ccccc2C2=CCCCC2)cc1,CHEMBL173283
985,CC1=C(c2ccc(C(=O)NNC(=S)Nc3ccccc3)cn2)SC2Nc3ccccc3N12,CHEMBL5266412
986,CCCOC(=O)c1nc2c(cnn2-c2ccccc2)c(=O)[nH]1,CHEMBL5271448
987,NS(=O)(=O)c1ccc(-n2nnnc2-c2ccc(F)cc2)cc1,CHEMBL1956384
988,CS(=O)(=O)c1ccc(-c2cccn2-c2ccc(F)cc2)cc1,CHEMBL43210
989,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)C2)cc1,CHEMBL328003
990,COc1c(Cl)cc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)cc1Cl,CHEMBL42408
991,C=C1C(=O)O[C@H]2[C@H]1[C@H](OC(=O)[C@]1(C)O[C@@H]1C)[C@@H](OC(C)=O)/C(C(=O)O)=C\[C@H]1O[C@H]1[C@]1(C)O[C@H]21,CHEMBL463571
992,CS(=O)(=O)c1ccc(-c2c(-c3ccc(F)c(F)c3)nc3sccn23)cc1,CHEMBL423576
