GENERALIZED BORN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
956,1904.88,4450.36,5597.75,556.73,296.03,-102.07,-4130.59,-34061.46,1865.95,23114.95,-6318.84,201.49,-507.46,-6117.35,-6624.81
957,1889.12,4523.73,5618.84,552.17,274.27,-130.51,-4041.13,-34194.78,1841.16,23112.89,-6235.34,207.21,-554.25,-6028.13,-6582.38
958,1940.78,4540.84,5705.8,550.31,283.67,-126.42,-4122.08,-34068.82,1859.32,23104.82,-6307.66,207.99,-331.78,-6099.68,-6431.46
959,1932.28,4531.09,5595.56,561.79,297.5,-132.71,-4101.42,-34180.16,1855.46,23105.17,-6257.13,204.32,-535.42,-6052.81,-6588.23
960,1972.35,4473.91,5600.57,555.42,303.48,-93.97,-4130.01,-34175.34,1857.54,23072.96,-6236.5,205.17,-563.08,-6031.33,-6594.41
961,1943.04,4481.11,5645.86,556.42,290.78,-136.56,-4088.93,-34219.24,1887.38,23020.35,-6145.14,205.56,-619.8,-5939.58,-6559.38
962,1919.8,4506.94,5615.49,559.9,296.13,-107.69,-4125.43,-34125.8,1847.26,23059.66,-6224.54,206.14,-553.74,-6018.4,-6572.14
963,1931.32,4608.12,5559.36,551.93,291.4,-108.04,-4090.26,-34018.19,1870.48,23027.01,-6323.84,208.24,-376.86,-6115.6,-6492.47
964,1892.17,4462.86,5585.14,529.85,283.41,-139.65,-4078.0,-34074.73,1869.74,23085.64,-6258.7,210.78,-583.57,-6047.93,-6631.5
965,1939.82,4576.14,5608.95,555.6,287.46,-140.62,-4086.27,-34120.36,1876.15,23060.28,-6289.65,207.79,-442.86,-6081.85,-6524.71
966,1930.52,4551.5,5590.01,553.74,281.16,-126.87,-4106.57,-34318.97,1891.76,23104.01,-6078.21,203.68,-649.73,-5874.53,-6524.25
967,1913.65,4530.05,5640.64,547.38,280.01,-144.9,-4135.42,-34064.33,1853.09,23054.82,-6303.08,203.44,-525.0,-6099.64,-6624.65
968,1864.38,4557.32,5622.36,549.75,290.07,-132.91,-4082.85,-34299.62,1892.51,23077.38,-6147.69,204.08,-661.62,-5943.61,-6605.23
969,1929.23,4487.3,5609.23,578.67,304.12,-126.31,-4086.35,-34235.09,1896.41,23083.54,-6196.54,209.08,-559.26,-5987.46,-6546.72
970,1995.35,4560.4,5610.13,568.23,297.47,-108.4,-4113.49,-34150.95,1879.96,23003.16,-6159.33,206.7,-458.13,-5952.63,-6410.76
971,1856.29,4572.64,5624.49,556.03,298.25,-132.46,-4119.76,-34391.9,1883.37,23104.83,-6021.53,203.33,-748.21,-5818.19,-6566.41
972,1950.16,4560.74,5616.85,576.4,317.18,-156.76,-4083.57,-34298.31,1881.54,23137.55,-6118.29,204.09,-498.24,-5914.2,-6412.45
973,1885.96,4503.22,5571.33,543.02,288.92,-108.84,-4110.86,-34350.88,1848.25,23157.27,-6110.84,203.11,-772.61,-5907.73,-6680.34
974,1947.52,4477.67,5548.17,547.02,274.02,-84.06,-4072.68,-34299.31,1866.73,23071.76,-6098.64,202.67,-723.16,-5895.97,-6619.13
975,1973.45,4615.74,5573.03,559.51,286.56,-87.05,-4136.07,-34244.2,1806.55,22991.08,-6071.96,203.28,-661.4,-5868.67,-6530.07
976,1901.68,4464.04,5637.72,556.42,303.4,-120.19,-4106.69,-34215.49,1850.77,23054.56,-6156.05,205.93,-673.78,-5950.12,-6623.9
977,1981.41,4558.93,5593.13,546.55,266.16,-106.46,-4107.39,-34104.25,1847.14,22953.78,-6159.15,203.45,-570.99,-5955.69,-6526.68
978,1980.04,4519.0,5584.76,558.82,289.11,-144.35,-4129.99,-34157.28,1836.39,23036.41,-6152.25,203.35,-627.08,-5948.9,-6575.98
979,1982.46,4476.6,5666.56,549.18,308.97,-114.78,-4066.84,-34299.35,1872.58,22942.9,-6079.94,204.34,-681.71,-5875.61,-6557.32
980,1932.81,4549.88,5638.84,542.43,289.27,-137.83,-4135.15,-34385.02,1867.82,23122.6,-6056.86,203.6,-714.35,-5853.26,-6567.62
981,1957.29,4588.13,5615.04,577.76,291.41,-147.67,-4087.69,-34348.77,1877.6,23088.33,-6105.06,205.29,-588.56,-5899.78,-6488.34
982,1948.18,4557.28,5577.24,550.18,261.07,-128.27,-4113.37,-34313.23,1941.81,23106.51,-6087.26,205.67,-612.61,-5881.59,-6494.2
983,1910.64,4589.3,5577.22,542.79,296.19,-116.01,-4062.14,-34234.68,1869.17,23102.85,-6231.62,207.9,-524.67,-6023.72,-6548.39
984,2012.56,4402.94,5631.71,552.82,284.07,-139.88,-4115.79,-34212.27,1877.63,23158.24,-6196.8,207.1,-547.99,-5989.7,-6537.69
985,1940.78,4436.2,5621.52,544.19,280.15,-129.73,-4082.35,-34052.09,1865.67,23174.57,-6403.43,210.93,-401.08,-6192.5,-6593.58
986,1969.38,4525.6,5589.17,569.83,286.35,-112.95,-4049.65,-34339.04,1864.37,23176.25,-6121.77,210.65,-520.71,-5911.12,-6431.83
987,1918.58,4539.43,5586.72,561.79,297.43,-127.07,-4059.35,-34290.16,1856.51,23162.17,-6153.39,209.48,-553.95,-5943.91,-6497.85
988,1989.36,4552.52,5614.82,552.55,290.23,-112.37,-4105.5,-34271.0,1849.69,23071.28,-6135.61,206.57,-568.43,-5929.04,-6497.47
989,1890.35,4578.56,5586.55,568.7,301.16,-131.32,-4104.23,-34347.65,1881.54,23117.09,-6067.08,204.82,-659.25,-5862.27,-6521.51
990,1973.6,4627.21,5646.83,576.32,292.48,-137.67,-4021.5,-34260.13,1840.57,23131.06,-6213.02,209.43,-331.24,-6003.59,-6334.83
991,1916.46,4499.78,5588.86,561.21,309.91,-121.19,-4085.11,-34336.31,1843.1,23120.02,-6131.64,206.07,-703.26,-5925.57,-6628.84
992,1890.35,4437.49,5611.1,568.09,289.3,-108.72,-4066.93,-34261.76,1895.23,23144.1,-6173.51,207.84,-601.75,-5965.66,-6567.41
993,1976.53,4579.94,5609.27,541.85,287.03,-130.9,-4123.4,-34072.4,1856.07,23016.43,-6233.29,209.72,-459.58,-6023.58,-6483.15
994,1940.87,4519.34,5612.22,568.65,280.68,-113.67,-4008.57,-34306.92,1871.51,23012.88,-6055.17,209.84,-623.01,-5845.33,-6468.34
995,1902.07,4549.27,5622.12,545.3,296.6,-119.75,-4139.87,-34191.37,1860.61,23046.45,-6103.29,205.21,-628.58,-5898.07,-6526.66
996,1938.84,4586.32,5585.84,559.95,288.26,-123.37,-4146.47,-34226.63,1888.33,23024.13,-6087.64,201.67,-624.81,-5885.97,-6510.78
997,1947.66,4457.14,5649.0,547.34,288.69,-136.79,-4089.72,-34181.21,1858.48,23140.71,-6242.98,206.31,-518.69,-6036.67,-6555.36
998,1916.16,4568.63,5591.79,551.62,304.94,-136.55,-4085.29,-34315.04,1852.18,23082.77,-6047.94,203.37,-668.81,-5844.57,-6513.38
999,1955.56,4534.23,5565.88,549.68,284.65,-111.08,-4147.74,-34235.71,1853.44,23086.94,-6130.1,202.94,-664.16,-5927.16,-6591.31
1000,1967.09,4470.29,5665.9,549.56,296.84,-145.81,-4077.22,-34322.44,1858.53,23011.37,-6040.23,200.61,-725.9,-5839.62,-6565.52

Ligand Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
801,7.44,26.21,2.92,0.0,0.12,0.0,-6.47,39.41,31.66,-85.69,-76.14,3.25,15.6,-72.89,-57.29
802,9.05,31.31,4.55,0.0,0.28,0.0,-5.32,38.17,31.01,-86.39,-75.87,3.22,22.65,-72.64,-49.99
803,13.68,26.49,1.1,0.0,0.12,0.0,-3.92,38.55,28.47,-88.04,-75.43,3.2,16.44,-72.23,-55.79
804,12.97,30.07,2.04,0.0,0.29,0.0,-3.2,36.4,25.92,-80.79,-77.15,3.25,23.7,-73.91,-50.2
805,9.72,29.9,1.08,0.0,0.18,0.0,-4.98,36.15,28.01,-81.17,-77.85,3.25,18.88,-74.6,-55.73
806,12.13,37.84,2.69,0.0,0.31,0.0,-2.51,38.01,24.59,-85.72,-75.49,3.22,27.33,-72.27,-44.94
807,11.08,36.76,1.78,0.0,0.17,0.0,-5.44,35.73,26.49,-81.58,-76.2,3.23,24.99,-72.98,-47.99
808,9.64,29.75,2.48,0.0,0.54,0.0,-4.99,41.07,27.88,-86.27,-78.7,3.22,20.12,-75.48,-55.36
809,16.48,31.59,1.19,0.0,0.26,0.0,-6.62,38.93,28.57,-85.52,-77.07,3.24,24.88,-73.83,-48.95
810,5.67,32.59,-1.01,0.0,0.04,0.0,-5.3,36.03,31.16,-84.96,-75.01,3.23,14.21,-71.78,-57.56
811,12.39,32.69,7.03,0.0,0.05,0.0,-6.04,37.55,25.13,-85.71,-77.12,3.24,23.09,-73.88,-50.8
812,19.14,38.55,2.9,0.0,0.06,0.0,-5.73,38.39,25.38,-84.27,-79.63,3.24,34.41,-76.39,-41.98
813,9.66,29.89,2.63,0.0,0.34,0.0,-3.84,37.93,26.92,-83.15,-77.35,3.25,20.37,-74.1,-53.73
814,18.42,27.94,0.07,0.0,0.14,0.0,-4.51,38.08,28.89,-87.98,-74.78,3.23,21.05,-71.54,-50.49
815,19.11,40.31,2.55,0.0,0.09,0.0,-4.48,40.9,25.14,-87.92,-76.61,3.24,35.71,-73.38,-37.67
816,9.0,31.42,1.17,0.0,0.2,0.0,-5.02,35.62,27.63,-80.65,-75.74,3.24,19.37,-72.5,-53.13
817,16.99,30.21,9.12,0.0,0.16,0.0,-5.04,37.17,25.62,-82.65,-76.72,3.21,31.6,-73.51,-41.91
818,16.3,30.39,4.26,0.0,0.21,0.0,-3.76,39.42,27.36,-86.8,-75.35,3.22,27.38,-72.13,-44.75
819,11.39,27.84,4.2,0.0,0.52,0.0,-5.43,41.46,24.63,-88.03,-76.4,3.21,16.57,-73.19,-56.62
820,11.61,38.0,2.34,0.0,0.32,0.0,-6.44,38.76,32.85,-88.35,-74.22,3.23,29.09,-70.99,-41.89
821,14.82,35.24,4.76,0.0,0.06,0.0,-6.65,38.44,26.83,-85.3,-77.48,3.23,28.2,-74.25,-46.05
822,19.28,32.67,5.75,0.0,0.14,0.0,-6.21,39.97,25.89,-84.72,-77.25,3.24,32.77,-74.02,-41.25
823,14.83,26.25,3.45,0.0,0.37,0.0,-3.81,38.5,30.58,-87.63,-74.64,3.2,22.54,-71.45,-48.91
824,11.74,30.03,1.99,0.0,0.26,0.0,-6.02,37.2,26.78,-86.33,-76.61,3.23,15.64,-73.38,-57.74
825,12.74,23.57,4.22,0.0,0.18,0.0,-4.29,38.76,31.53,-86.5,-76.29,3.24,20.2,-73.05,-52.85
826,15.52,30.68,0.37,0.0,0.48,0.0,-5.19,37.1,27.16,-86.47,-73.86,3.26,19.66,-70.6,-50.94
827,16.27,34.24,2.1,0.0,0.02,0.0,-6.3,37.34,28.31,-82.56,-78.07,3.25,29.42,-74.82,-45.4
828,12.85,25.52,3.63,0.0,0.28,0.0,-4.4,38.91,27.95,-85.7,-76.67,3.26,19.04,-73.42,-54.38
829,12.34,33.51,2.55,0.0,0.28,0.0,-4.21,43.64,26.35,-86.16,-80.18,3.25,28.31,-76.92,-48.61
830,10.39,26.76,3.81,0.0,0.32,0.0,-6.38,39.44,27.5,-87.45,-76.89,3.22,14.39,-73.68,-59.29
831,7.8,31.82,-0.38,0.0,0.04,0.0,-5.15,38.95,30.16,-87.55,-76.43,3.21,15.7,-73.22,-57.52
832,13.55,33.48,1.21,0.0,0.02,0.0,-5.3,35.67,23.35,-82.99,-75.26,3.23,18.98,-72.02,-53.04
833,12.72,27.43,1.96,0.0,0.11,0.0,-5.18,38.1,30.14,-85.54,-76.64,3.25,19.75,-73.38,-53.63
