GENERALIZED BORN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
601,1935.49,4520.11,5607.18,539.78,268.44,-125.31,-4082.23,-34622.1,1890.5,23182.3,-5886.51,208.88,-885.84,-5677.64,-6563.48
602,1987.62,4394.31,5611.67,527.8,275.96,-161.03,-4090.41,-34448.11,1895.76,23225.22,-6064.64,210.95,-781.23,-5853.68,-6634.91
603,1989.6,4541.73,5675.54,558.14,292.8,-144.8,-4056.15,-34484.45,1892.83,23119.62,-6005.15,213.23,-615.15,-5791.93,-6407.08
604,2009.5,4572.4,5541.35,572.87,304.36,-138.74,-4125.2,-34157.63,1907.34,23012.03,-6154.93,210.12,-501.71,-5944.81,-6446.52
605,1915.84,4520.81,5585.06,572.9,276.13,-112.65,-4047.93,-34376.88,1879.1,23224.59,-6104.46,213.81,-563.03,-5890.65,-6453.68
606,1977.26,4555.05,5612.17,556.25,297.62,-121.4,-4068.66,-34520.0,1918.26,23130.25,-5976.52,208.09,-663.2,-5768.44,-6431.63
607,1865.32,4493.67,5634.17,542.66,286.56,-124.56,-4106.71,-34529.44,1898.8,23185.47,-5920.35,209.77,-854.08,-5710.58,-6564.66
608,1957.61,4607.61,5629.78,530.27,278.93,-115.47,-4096.45,-34122.62,1844.74,23029.63,-6220.73,216.27,-455.98,-6004.46,-6460.44
609,1925.33,4522.58,5667.39,574.8,292.75,-128.85,-4112.41,-34329.25,1915.73,23137.21,-6115.0,209.57,-534.72,-5905.44,-6440.16
610,1968.38,4537.75,5683.3,560.22,273.45,-135.65,-4084.34,-34405.64,1903.85,23085.71,-6057.7,210.1,-612.98,-5847.6,-6460.58
611,1914.71,4567.99,5663.7,548.46,277.59,-127.58,-4139.44,-34348.15,1901.73,23120.74,-6060.2,210.4,-620.24,-5849.8,-6470.04
612,1912.46,4544.65,5603.69,549.79,280.08,-116.62,-4090.44,-34456.99,1929.81,23165.64,-6036.1,211.79,-677.93,-5824.31,-6502.24
613,1943.36,4592.65,5606.39,552.3,278.66,-136.82,-4086.72,-34485.23,1901.38,23080.59,-5989.58,208.8,-753.44,-5780.78,-6534.22
614,1963.1,4495.79,5591.06,543.8,270.61,-108.23,-4084.57,-34607.23,1910.5,23150.32,-5887.25,209.47,-874.84,-5677.78,-6552.61
615,1875.52,4456.66,5599.66,544.83,306.07,-98.9,-4088.44,-34617.06,1917.95,23253.2,-5923.52,208.43,-850.5,-5715.08,-6565.58
616,1922.12,4365.4,5596.6,533.49,287.63,-121.31,-4063.83,-34494.63,1915.51,23176.77,-5957.63,211.72,-882.24,-5745.91,-6628.15
617,1963.81,4480.95,5580.36,547.81,259.28,-121.79,-4073.09,-34490.29,1937.63,23218.85,-6018.94,213.26,-696.47,-5805.68,-6502.15
618,1921.47,4480.13,5578.12,543.71,276.56,-81.99,-4070.69,-34492.86,1881.4,23124.56,-5950.37,209.33,-839.58,-5741.05,-6580.62
619,1935.37,4500.9,5583.49,558.8,294.28,-97.44,-3993.13,-34486.54,1901.61,23057.05,-5998.4,215.19,-745.6,-5783.22,-6528.82
620,1889.36,4569.94,5584.31,545.48,275.45,-121.63,-4035.64,-34369.35,1893.87,23042.18,-6050.05,212.05,-726.02,-5838.0,-6564.02
621,1915.73,4506.44,5573.61,539.83,294.25,-139.79,-4019.29,-34556.27,1907.99,23133.79,-5965.03,213.09,-843.71,-5751.95,-6595.66
622,1951.43,4487.6,5597.86,558.93,288.17,-114.58,-4084.81,-34315.94,1904.79,23093.89,-6130.66,215.7,-632.66,-5914.96,-6547.62
623,1948.4,4437.68,5639.52,548.42,288.81,-140.87,-4073.07,-34456.84,1948.97,23183.86,-6037.45,207.9,-675.13,-5829.55,-6504.67
624,1925.54,4528.08,5551.32,556.09,298.37,-114.08,-4092.4,-34432.8,1906.34,23008.2,-5991.26,212.27,-865.33,-5778.99,-6644.32
625,1927.21,4537.46,5616.96,554.05,286.27,-112.58,-4057.18,-34382.98,1886.31,23043.4,-6010.1,208.51,-701.08,-5801.59,-6502.66
626,1974.28,4563.21,5631.13,554.84,282.68,-126.73,-4055.92,-34349.77,1879.19,23075.92,-6039.61,211.89,-571.18,-5827.72,-6398.9
627,1958.09,4577.22,5624.53,580.94,280.08,-120.76,-4071.78,-34377.72,1930.56,23080.06,-6060.55,209.51,-538.78,-5851.04,-6389.82
628,2032.34,4529.74,5595.77,557.36,280.1,-125.91,-4150.8,-34291.19,1866.65,23021.84,-6049.44,210.57,-684.12,-5838.88,-6522.99
629,2002.62,4577.89,5588.62,570.38,294.94,-105.32,-4076.01,-34402.79,1899.06,23006.07,-5972.32,213.3,-644.55,-5759.03,-6403.58
630,1936.49,4510.97,5568.16,535.76,290.84,-113.53,-4057.7,-34600.99,1903.7,23211.52,-5925.27,213.04,-814.77,-5712.23,-6527.0
631,1910.49,4449.32,5586.29,537.86,298.44,-108.27,-4077.21,-34560.75,1926.28,23205.39,-6007.13,212.32,-832.16,-5794.81,-6626.97
632,1885.68,4565.29,5623.68,572.89,285.09,-134.33,-4059.96,-34408.07,1874.72,23051.22,-5988.46,211.32,-743.79,-5777.15,-6520.94
633,1923.83,4486.62,5589.2,550.58,279.88,-132.15,-4044.83,-34366.86,1937.61,23101.77,-6032.77,211.54,-674.35,-5821.22,-6495.57
634,1911.98,4541.61,5619.98,563.7,282.18,-108.56,-4109.42,-34332.57,1892.65,23093.51,-6086.79,213.18,-644.93,-5873.61,-6518.53
635,1928.82,4503.46,5642.8,558.92,300.52,-107.14,-4111.71,-34283.81,1895.53,23188.88,-6159.43,212.43,-483.72,-5947.0,-6430.72
636,1913.16,4566.28,5619.94,562.57,281.7,-152.41,-4105.77,-34600.8,1917.94,23048.81,-5880.15,209.07,-948.58,-5671.07,-6619.65
637,1942.84,4534.03,5575.94,538.75,307.84,-108.15,-4061.73,-34414.23,1883.77,23280.05,-6108.18,214.59,-520.89,-5893.59,-6414.48
638,1949.86,4481.74,5614.23,555.85,292.02,-135.53,-4115.5,-34251.46,1889.06,23235.9,-6225.7,211.93,-483.83,-6013.76,-6497.59
639,1922.13,4557.95,5605.5,564.32,292.77,-137.85,-4058.92,-34549.53,1907.66,23180.77,-5959.71,212.43,-715.19,-5747.28,-6462.47
640,1973.68,4474.82,5590.21,539.05,290.38,-120.48,-4083.9,-34467.54,1914.48,23121.51,-5967.33,211.6,-767.8,-5755.73,-6523.53
641,1941.25,4499.04,5639.86,566.44,295.01,-124.63,-4070.14,-34542.76,1920.76,23194.91,-5927.11,213.82,-680.25,-5713.29,-6393.55
642,1989.81,4601.48,5683.13,563.91,305.38,-108.48,-4118.08,-34355.67,1887.84,23077.13,-6072.63,212.56,-473.55,-5860.07,-6333.61
643,1987.94,4395.87,5582.45,551.48,288.71,-170.42,-4089.57,-34513.31,1905.51,23121.21,-5876.09,212.38,-940.12,-5663.71,-6603.84
644,1939.71,4530.54,5652.48,534.78,303.13,-134.2,-4079.61,-34442.14,1894.46,23099.36,-5986.96,213.0,-701.5,-5773.96,-6475.46
645,1972.48,4465.43,5585.78,545.2,292.72,-110.02,-4059.45,-34569.79,1942.96,23182.64,-5930.59,212.87,-752.05,-5717.72,-6469.77
646,1914.22,4550.33,5618.4,553.95,293.69,-137.14,-4074.36,-34419.02,1888.75,23078.99,-5996.83,213.57,-732.19,-5783.27,-6515.46
647,1915.78,4483.39,5577.65,543.47,278.13,-137.2,-4051.37,-34366.76,1940.52,23129.0,-6094.86,215.12,-687.4,-5879.73,-6567.13
648,1967.84,4516.4,5629.42,564.33,268.6,-156.78,-4064.21,-34290.06,1885.29,23089.52,-6150.6,215.09,-589.64,-5935.51,-6525.15
649,1971.67,4410.48,5628.8,548.88,297.1,-170.51,-4054.23,-34262.38,1874.16,23127.96,-6101.77,218.13,-628.08,-5883.64,-6511.72
650,1978.43,4442.55,5596.14,553.13,275.69,-137.14,-4057.86,-34518.51,1928.92,23141.72,-5955.66,210.35,-796.95,-5745.31,-6542.25
651,1904.72,4628.23,5620.02,561.1,290.88,-150.54,-4037.03,-34321.62,1911.36,22965.47,-6001.71,210.19,-627.41,-5791.52,-6418.93
652,1914.18,4536.87,5675.28,556.86,320.94,-119.98,-4043.94,-34373.65,1914.08,23097.22,-6012.55,210.97,-522.14,-5801.58,-6323.72
653,1910.16,4555.22,5617.61,545.04,293.53,-128.06,-4102.14,-34313.96,1864.01,23051.73,-6036.13,209.32,-706.86,-5826.8,-6533.66
654,1936.65,4541.79,5632.24,555.7,293.96,-138.08,-4109.35,-34349.9,1899.99,23123.42,-6051.65,209.6,-613.6,-5842.05,-6455.65
655,1955.57,4529.68,5647.77,543.96,274.92,-122.29,-4083.2,-34289.9,1897.89,22973.92,-6059.24,211.78,-671.69,-5847.47,-6519.15
656,1918.66,4542.64,5631.99,538.6,307.18,-173.65,-4098.08,-34290.43,1903.49,23029.72,-6064.79,209.0,-689.88,-5855.79,-6545.67
657,1911.49,4499.79,5692.66,543.69,292.13,-138.26,-4122.4,-34235.79,1895.8,23107.55,-6106.93,210.01,-553.33,-5896.92,-6450.24
658,1913.47,4494.24,5626.01,539.69,308.44,-111.97,-4112.14,-34396.05,1877.16,23100.98,-6004.49,208.35,-760.17,-5796.14,-6556.31
659,1927.5,4515.2,5614.76,542.6,287.94,-145.36,-4070.08,-34405.52,1895.41,23108.87,-6001.86,211.71,-728.68,-5790.15,-6518.83
